case_id,payment_id,exception_type,true_root_cause,expected_behavior
S226,PAY00017,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S227,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S228,PAY00010,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S229,PAY00018,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S230,PAY00005,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S231,PAY00005,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S232,PAY00007,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S233,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S234,PAY00014,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S235,PAY00014,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S236,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S237,PAY00001,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S238,PAY00013,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S239,PAY00010,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S240,PAY00014,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S241,PAY00018,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S242,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S243,PAY00014,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S244,PAY00001,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S245,PAY00011,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S246,PAY00013,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S247,PAY00006,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S248,PAY00005,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S249,PAY00018,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S250,PAY00019,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S251,PAY00001,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S252,PAY00014,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S253,PAY00006,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S254,PAY00007,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S255,PAY00003,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S256,PAY00001,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S257,PAY00018,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S258,PAY00008,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S259,PAY00003,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S260,PAY00002,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S261,PAY00007,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S262,PAY00005,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S263,PAY00016,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S264,PAY00004,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S265,PAY00007,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S266,PAY00009,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S267,PAY00020,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S268,PAY00004,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S269,PAY00004,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S270,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S271,PAY00013,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S272,PAY00007,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S273,PAY00008,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S274,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S275,PAY00020,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S276,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S277,PAY00012,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S278,PAY00011,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S279,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S280,PAY00012,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S281,PAY00015,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S282,PAY00005,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S283,PAY00006,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S284,PAY00017,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S285,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S286,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S287,PAY00015,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S288,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S289,PAY00009,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S290,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S291,PAY00019,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S292,PAY00001,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S293,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S294,PAY00009,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S295,PAY00020,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S296,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S297,PAY00001,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S298,PAY00007,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S299,PAY00014,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S300,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S301,PAY00016,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S302,PAY00001,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S303,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S304,PAY00016,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S305,PAY00017,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S306,PAY00012,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S307,PAY00008,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S308,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S309,PAY00018,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S310,PAY00006,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S311,PAY00019,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S312,PAY00020,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S313,PAY00001,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S314,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S315,PAY00002,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S316,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S317,PAY00005,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S318,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S319,PAY00016,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S320,PAY00006,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S321,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S322,PAY00013,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S323,PAY00003,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S324,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S325,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S326,PAY00020,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S327,PAY00020,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S328,PAY00013,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S329,PAY00019,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S330,PAY00010,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S331,PAY00020,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S332,PAY00004,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S333,PAY00009,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S334,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S335,PAY00006,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S336,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S337,PAY00014,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S338,PAY00020,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S339,PAY00010,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S340,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S341,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S342,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S343,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S344,PAY00007,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S345,PAY00004,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S346,PAY00008,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S347,PAY00005,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S348,PAY00020,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S349,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S350,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S351,PAY00017,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S352,PAY00016,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S353,PAY00003,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S354,PAY00002,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S355,PAY00011,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S356,PAY00009,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S357,PAY00008,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S358,PAY00019,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S359,PAY00001,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S360,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S361,PAY00002,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S362,PAY00017,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S363,PAY00006,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S364,PAY00014,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S365,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S366,PAY00012,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S367,PAY00004,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S368,PAY00014,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S369,PAY00013,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S370,PAY00002,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S371,PAY00009,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S372,PAY00013,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S373,PAY00001,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S374,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S375,PAY00014,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S376,PAY00017,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S377,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S378,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S379,PAY00015,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S380,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S381,PAY00020,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S382,PAY00010,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S383,PAY00001,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S384,PAY00014,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S385,PAY00004,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S386,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S387,PAY00005,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S388,PAY00010,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S389,PAY00009,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S390,PAY00016,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S391,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S392,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S393,PAY00007,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S394,PAY00017,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S395,PAY00005,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S396,PAY00017,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S397,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S398,PAY00010,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S399,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S400,PAY00016,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S401,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S402,PAY00018,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S403,PAY00013,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S404,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S405,PAY00019,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S406,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S407,PAY00016,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S408,PAY00013,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S409,PAY00005,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S410,PAY00002,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S411,PAY00004,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S412,PAY00004,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S413,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S414,PAY00005,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S415,PAY00005,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S416,PAY00009,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S417,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S418,PAY00011,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S419,PAY00016,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S420,PAY00002,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S421,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S422,PAY00008,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S423,PAY00003,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S424,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S425,PAY00004,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S426,PAY00006,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S427,PAY00010,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S428,PAY00011,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S429,PAY00014,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S430,PAY00017,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S431,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S432,PAY00006,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S433,PAY00003,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S434,PAY00013,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S435,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S436,PAY00019,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S437,PAY00015,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S438,PAY00009,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S439,PAY00009,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S440,PAY00001,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S441,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S442,PAY00014,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S443,PAY00009,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S444,PAY00010,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S445,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S446,PAY00013,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S447,PAY00012,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S448,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
